date,ZoneCode,city,temp_max_f,temp_min_f,temp_mean_f,feels_like_max_f,feels_like_min_f,wind_max_mph,precip_total_in,rain_in,snow_in,temp_range_f,temp_category,had_precipitation,had_snow
2020-01-01,COAST,Houston,60.2,47.4,54.0,58.1,41.9,13.1,0.343,0.343,0.0,12.800000000000004,Mild (50-70°F),1,0
2020-01-02,COAST,Houston,68.4,57.4,62.2,69.8,58.6,13.2,0.772,0.772,0.0,11.000000000000007,Mild (50-70°F),1,0
2020-01-03,COAST,Houston,65.8,53.2,58.8,62.7,48.1,15.0,0.0,0.0,0.0,12.599999999999994,Mild (50-70°F),0,0
2020-01-04,COAST,Houston,64.8,42.1,53.5,59.5,36.8,14.3,0.0,0.0,0.0,22.699999999999996,Mild (50-70°F),0,0
2020-01-05,COAST,Houston,70.2,45.8,56.8,65.2,41.5,11.5,0.0,0.0,0.0,24.400000000000006,Mild (50-70°F),0,0
2020-01-06,COAST,Houston,72.4,53.0,61.3,70.3,50.3,10.3,0.0,0.0,0.0,19.400000000000006,Mild (50-70°F),0,0
2020-01-07,COAST,Houston,62.8,47.2,56.5,58.6,39.7,11.2,0.004,0.004,0.0,15.599999999999994,Mild (50-70°F),1,0
2020-01-08,COAST,Houston,66.1,40.3,53.9,59.5,34.8,17.5,0.0,0.0,0.0,25.799999999999997,Mild (50-70°F),0,0
2020-01-09,COAST,Houston,74.8,62.5,68.0,72.2,58.9,20.5,0.071,0.071,0.0,12.299999999999997,Mild (50-70°F),1,0
2020-01-10,COAST,Houston,75.4,67.7,70.9,72.6,66.6,22.7,0.067,0.067,0.0,7.700000000000003,Warm (70-85°F),1,0
2020-01-11,COAST,Houston,72.6,43.3,55.8,70.2,37.6,28.0,0.311,0.311,0.0,29.299999999999997,Mild (50-70°F),1,0
2020-01-12,COAST,Houston,61.0,36.8,47.7,58.5,31.5,7.0,0.0,0.0,0.0,24.200000000000003,Cold (32-50°F),0,0
2020-01-13,COAST,Houston,66.0,53.7,59.3,68.3,50.6,10.8,0.319,0.319,0.0,12.299999999999997,Mild (50-70°F),1,0
2020-01-14,COAST,Houston,76.7,65.8,70.5,79.6,69.0,12.6,1.165,1.165,0.0,10.900000000000006,Warm (70-85°F),1,0
2020-01-15,COAST,Houston,78.7,67.9,71.7,80.9,71.1,12.6,0.02,0.02,0.0,10.799999999999997,Warm (70-85°F),1,0
2020-01-16,COAST,Houston,72.1,66.6,68.9,76.3,66.6,14.3,0.083,0.083,0.0,5.5,Mild (50-70°F),1,0
2020-01-17,COAST,Houston,70.2,60.2,64.8,69.1,58.8,15.1,0.079,0.079,0.0,10.0,Mild (50-70°F),1,0
2020-01-18,COAST,Houston,71.4,60.0,66.4,76.9,54.6,12.8,0.437,0.437,0.0,11.400000000000006,Mild (50-70°F),1,0
2020-01-19,COAST,Houston,57.6,44.5,51.0,50.9,33.6,16.0,0.0,0.0,0.0,13.100000000000001,Mild (50-70°F),0,0
2020-01-20,COAST,Houston,57.8,41.0,48.0,50.4,33.7,9.3,0.0,0.0,0.0,16.799999999999997,Cold (32-50°F),0,0
2020-01-21,COAST,Houston,55.5,37.9,47.4,49.1,32.0,10.5,0.0,0.0,0.0,17.6,Cold (32-50°F),0,0
2020-01-22,COAST,Houston,58.5,45.0,51.9,54.4,36.6,15.9,0.689,0.689,0.0,13.5,Mild (50-70°F),1,0
2020-01-23,COAST,Houston,63.8,47.8,58.6,59.9,44.5,15.0,0.134,0.134,0.0,16.0,Mild (50-70°F),1,0
2020-01-24,COAST,Houston,63.6,40.3,52.2,59.5,36.0,7.7,0.0,0.0,0.0,23.300000000000004,Mild (50-70°F),0,0
2020-01-25,COAST,Houston,63.9,43.0,54.2,58.6,38.8,14.1,0.087,0.087,0.0,20.9,Mild (50-70°F),1,0
2020-01-26,COAST,Houston,72.7,54.6,63.6,71.9,53.0,10.3,0.303,0.303,0.0,18.1,Mild (50-70°F),1,0
2020-01-27,COAST,Houston,63.0,49.7,55.0,61.4,47.8,9.3,0.0,0.0,0.0,13.299999999999997,Mild (50-70°F),0,0
2020-01-28,COAST,Houston,65.1,53.5,58.6,64.9,46.5,20.1,0.575,0.575,0.0,11.599999999999994,Mild (50-70°F),1,0
2020-01-29,COAST,Houston,59.3,45.1,51.0,53.1,36.5,15.8,0.0,0.0,0.0,14.199999999999996,Mild (50-70°F),0,0
2020-01-30,COAST,Houston,57.2,48.0,51.7,55.5,43.1,9.2,0.087,0.087,0.0,9.200000000000003,Mild (50-70°F),1,0
2020-01-31,COAST,Houston,57.4,46.3,51.7,52.7,42.2,10.0,0.0,0.0,0.0,11.100000000000001,Mild (50-70°F),0,0
2020-02-01,COAST,Houston,65.2,39.4,50.8,59.4,34.1,9.0,0.0,0.0,0.0,25.800000000000004,Mild (50-70°F),0,0
2020-02-02,COAST,Houston,71.7,47.0,57.6,66.6,40.4,10.9,0.0,0.0,0.0,24.700000000000003,Mild (50-70°F),0,0
2020-02-03,COAST,Houston,73.1,55.1,64.6,69.2,51.3,20.5,0.079,0.079,0.0,17.999999999999993,Mild (50-70°F),1,0
2020-02-04,COAST,Houston,77.7,65.8,70.7,80.6,64.9,18.0,0.094,0.094,0.0,11.900000000000006,Warm (70-85°F),1,0
2020-02-05,COAST,Houston,66.6,44.2,51.0,71.4,34.7,16.3,0.39,0.39,0.0,22.39999999999999,Mild (50-70°F),1,0
2020-02-06,COAST,Houston,49.8,36.8,42.2,38.5,27.3,17.6,0.091,0.091,0.0,13.0,Cold (32-50°F),1,0
2020-02-07,COAST,Houston,69.3,35.9,52.0,62.6,28.7,14.9,0.0,0.0,0.0,33.4,Mild (50-70°F),0,0
2020-02-08,COAST,Houston,66.9,49.8,56.9,64.3,44.9,11.6,0.004,0.004,0.0,17.10000000000001,Mild (50-70°F),1,0
2020-02-09,COAST,Houston,73.3,59.3,66.1,70.9,56.7,20.6,0.736,0.736,0.0,14.0,Mild (50-70°F),1,0
2020-02-10,COAST,Houston,75.5,61.0,70.8,80.0,58.7,19.7,0.394,0.394,0.0,14.5,Warm (70-85°F),1,0
2020-02-11,COAST,Houston,60.3,50.5,55.5,58.4,45.5,11.7,0.429,0.429,0.0,9.799999999999997,Mild (50-70°F),1,0
2020-02-12,COAST,Houston,66.4,51.3,57.8,67.8,48.2,14.8,0.421,0.421,0.0,15.100000000000009,Mild (50-70°F),1,0
2020-02-13,COAST,Houston,58.9,43.7,50.0,52.7,36.3,15.7,0.0,0.0,0.0,15.199999999999996,Cold (32-50°F),0,0
2020-02-14,COAST,Houston,58.3,38.1,47.0,53.5,32.0,10.8,0.0,0.0,0.0,20.199999999999996,Cold (32-50°F),0,0
2020-02-15,COAST,Houston,64.6,45.2,54.3,62.3,40.0,11.7,0.008,0.008,0.0,19.39999999999999,Mild (50-70°F),1,0
2020-02-16,COAST,Houston,71.0,53.9,62.8,73.4,53.3,10.0,0.012,0.012,0.0,17.1,Mild (50-70°F),1,0
2020-02-17,COAST,Houston,76.3,58.7,67.7,78.6,58.9,15.2,0.11,0.11,0.0,17.599999999999994,Mild (50-70°F),1,0
2020-02-18,COAST,Houston,76.4,64.1,70.9,80.0,63.5,12.1,0.067,0.067,0.0,12.300000000000011,Warm (70-85°F),1,0
2020-02-19,COAST,Houston,63.2,53.8,58.0,62.6,51.4,12.5,0.201,0.201,0.0,9.400000000000006,Mild (50-70°F),1,0
2020-02-20,COAST,Houston,53.6,46.2,50.1,50.9,35.9,18.3,0.602,0.602,0.0,7.399999999999999,Mild (50-70°F),1,0
2020-02-21,COAST,Houston,54.0,38.9,45.8,47.7,30.7,15.1,0.0,0.0,0.0,15.100000000000001,Cold (32-50°F),0,0
2020-02-22,COAST,Houston,60.0,38.4,48.4,58.2,32.1,10.6,0.0,0.0,0.0,21.6,Cold (32-50°F),0,0
2020-02-23,COAST,Houston,67.5,49.0,59.5,63.8,45.9,14.2,0.055,0.055,0.0,18.5,Mild (50-70°F),1,0
2020-02-24,COAST,Houston,73.3,56.7,65.2,71.8,54.5,13.6,0.669,0.669,0.0,16.599999999999994,Mild (50-70°F),1,0
2020-02-25,COAST,Houston,69.2,49.2,59.1,69.9,46.7,15.7,0.004,0.004,0.0,20.0,Mild (50-70°F),1,0
2020-02-26,COAST,Houston,55.7,41.7,49.8,47.1,32.5,23.8,0.0,0.0,0.0,14.0,Cold (32-50°F),0,0
2020-02-27,COAST,Houston,54.8,31.8,44.2,50.3,26.0,9.2,0.0,0.0,0.0,22.999999999999996,Cold (32-50°F),0,0
2020-02-28,COAST,Houston,65.7,40.3,51.8,62.4,34.2,12.1,0.0,0.0,0.0,25.400000000000006,Mild (50-70°F),0,0
2020-02-29,COAST,Houston,70.4,42.3,56.8,66.7,37.0,14.7,0.0,0.0,0.0,28.10000000000001,Mild (50-70°F),0,0
2020-03-01,COAST,Houston,71.1,61.4,65.8,67.3,57.6,18.4,0.075,0.075,0.0,9.699999999999996,Mild (50-70°F),1,0
2020-03-02,COAST,Houston,77.3,64.7,69.3,77.8,64.6,15.3,0.051,0.051,0.0,12.599999999999994,Mild (50-70°F),1,0
2020-03-03,COAST,Houston,75.8,66.7,69.7,78.8,69.0,12.7,0.114,0.114,0.0,9.099999999999994,Mild (50-70°F),1,0
2020-03-04,COAST,Houston,77.1,56.3,67.9,80.7,53.9,16.1,0.35,0.35,0.0,20.799999999999997,Mild (50-70°F),1,0
2020-03-05,COAST,Houston,69.9,51.8,59.0,65.1,46.1,15.1,0.004,0.004,0.0,18.10000000000001,Mild (50-70°F),1,0
2020-03-06,COAST,Houston,67.6,52.0,58.0,64.1,44.2,11.6,0.0,0.0,0.0,15.599999999999994,Mild (50-70°F),0,0
2020-03-07,COAST,Houston,59.2,46.3,53.1,54.2,40.2,10.8,0.0,0.0,0.0,12.900000000000006,Mild (50-70°F),0,0
2020-03-08,COAST,Houston,70.0,50.2,60.4,66.2,47.5,17.1,0.0,0.0,0.0,19.799999999999997,Mild (50-70°F),0,0
2020-03-09,COAST,Houston,72.5,59.9,65.9,72.1,58.0,13.8,0.165,0.165,0.0,12.600000000000001,Mild (50-70°F),1,0
2020-03-10,COAST,Houston,76.8,64.8,69.5,83.5,68.3,8.6,0.402,0.402,0.0,12.0,Mild (50-70°F),1,0
2020-03-11,COAST,Houston,76.8,61.9,69.1,78.2,64.1,11.7,0.016,0.016,0.0,14.899999999999999,Mild (50-70°F),1,0
2020-03-12,COAST,Houston,80.4,66.2,71.6,80.3,67.8,14.7,0.024,0.024,0.0,14.200000000000003,Warm (70-85°F),1,0
2020-03-13,COAST,Houston,77.5,68.4,71.7,77.7,71.7,15.2,0.051,0.051,0.0,9.099999999999994,Warm (70-85°F),1,0
2020-03-14,COAST,Houston,79.2,69.0,72.7,79.9,71.4,13.6,0.012,0.012,0.0,10.200000000000003,Warm (70-85°F),1,0
2020-03-15,COAST,Houston,76.8,65.8,71.2,79.9,69.8,12.8,0.091,0.091,0.0,11.0,Warm (70-85°F),1,0
2020-03-16,COAST,Houston,71.7,64.4,68.0,73.5,66.4,15.3,0.169,0.169,0.0,7.299999999999997,Mild (50-70°F),1,0
2020-03-17,COAST,Houston,77.3,65.8,70.6,78.7,68.7,15.2,0.063,0.063,0.0,11.5,Warm (70-85°F),1,0
2020-03-18,COAST,Houston,80.7,69.0,73.4,80.2,72.0,15.9,0.008,0.008,0.0,11.700000000000003,Warm (70-85°F),1,0
2020-03-19,COAST,Houston,82.6,71.6,75.4,81.6,73.7,19.2,0.039,0.039,0.0,11.0,Warm (70-85°F),1,0
2020-03-20,COAST,Houston,73.8,63.7,69.6,78.5,62.8,14.3,0.76,0.76,0.0,10.099999999999994,Mild (50-70°F),1,0
2020-03-21,COAST,Houston,64.8,54.0,59.2,63.5,49.6,13.8,0.445,0.445,0.0,10.799999999999997,Mild (50-70°F),1,0
2020-03-22,COAST,Houston,76.9,59.5,68.0,80.6,58.5,14.3,0.165,0.165,0.0,17.400000000000006,Mild (50-70°F),1,0
2020-03-23,COAST,Houston,80.8,68.3,73.7,83.3,72.5,15.2,0.079,0.079,0.0,12.5,Warm (70-85°F),1,0
2020-03-24,COAST,Houston,83.2,70.7,75.8,84.6,74.3,18.5,0.031,0.031,0.0,12.5,Warm (70-85°F),1,0
2020-03-25,COAST,Houston,84.1,64.4,73.1,92.6,67.8,11.1,0.0,0.0,0.0,19.69999999999999,Warm (70-85°F),0,0
2020-03-26,COAST,Houston,84.2,66.7,74.8,88.6,70.4,14.9,0.0,0.0,0.0,17.5,Warm (70-85°F),0,0
2020-03-27,COAST,Houston,84.7,70.4,76.5,87.6,73.9,17.2,0.0,0.0,0.0,14.299999999999997,Warm (70-85°F),0,0
2020-03-28,COAST,Houston,83.2,62.5,73.2,84.0,62.7,16.0,0.043,0.043,0.0,20.700000000000003,Warm (70-85°F),1,0
2020-03-29,COAST,Houston,77.9,54.8,66.4,75.7,53.4,11.2,0.012,0.012,0.0,23.10000000000001,Mild (50-70°F),1,0
2020-03-30,COAST,Houston,80.5,64.6,72.1,80.4,60.9,16.4,0.043,0.043,0.0,15.900000000000006,Warm (70-85°F),1,0
2020-03-31,COAST,Houston,74.0,60.6,70.3,78.1,58.4,16.8,0.035,0.035,0.0,13.399999999999999,Warm (70-85°F),1,0
2020-04-01,COAST,Houston,71.3,53.2,62.5,70.1,50.5,13.2,0.0,0.0,0.0,18.099999999999994,Mild (50-70°F),0,0
2020-04-02,COAST,Houston,75.7,60.7,68.7,73.1,60.7,18.0,0.039,0.039,0.0,15.0,Mild (50-70°F),1,0
2020-04-03,COAST,Houston,75.6,66.4,70.6,77.2,67.9,13.0,0.831,0.831,0.0,9.199999999999989,Warm (70-85°F),1,0
2020-04-04,COAST,Houston,67.4,56.6,62.3,71.6,52.5,13.0,0.61,0.61,0.0,10.800000000000004,Mild (50-70°F),1,0
2020-04-05,COAST,Houston,72.9,60.3,65.8,74.5,60.4,12.0,0.02,0.02,0.0,12.600000000000009,Mild (50-70°F),1,0
2020-04-06,COAST,Houston,75.9,62.2,69.0,79.0,64.6,12.1,0.26,0.26,0.0,13.700000000000003,Mild (50-70°F),1,0
2020-04-07,COAST,Houston,82.9,70.7,76.2,89.3,76.7,9.6,0.024,0.024,0.0,12.200000000000003,Warm (70-85°F),1,0
2020-04-08,COAST,Houston,85.1,72.1,77.5,93.2,77.5,10.5,0.031,0.031,0.0,13.0,Warm (70-85°F),1,0
2020-04-09,COAST,Houston,85.7,70.2,76.4,95.6,75.2,14.3,0.598,0.598,0.0,15.5,Warm (70-85°F),1,0
2020-04-10,COAST,Houston,73.4,65.6,69.7,77.7,64.0,14.5,0.028,0.028,0.0,7.800000000000011,Mild (50-70°F),1,0
2020-04-11,COAST,Houston,76.8,60.3,69.3,77.9,58.0,17.4,0.079,0.079,0.0,16.5,Mild (50-70°F),1,0
2020-04-12,COAST,Houston,86.6,65.3,76.9,88.9,61.5,18.3,0.091,0.091,0.0,21.299999999999997,Warm (70-85°F),1,0
2020-04-13,COAST,Houston,68.5,51.7,60.6,68.0,44.2,15.0,0.0,0.0,0.0,16.799999999999997,Mild (50-70°F),0,0
2020-04-14,COAST,Houston,69.3,47.2,58.2,66.7,41.4,13.0,0.0,0.0,0.0,22.099999999999994,Mild (50-70°F),0,0
2020-04-15,COAST,Houston,67.5,48.0,57.5,66.7,42.9,10.8,0.0,0.0,0.0,19.5,Mild (50-70°F),0,0
2020-04-16,COAST,Houston,71.3,50.6,61.8,70.7,44.9,14.9,0.0,0.0,0.0,20.699999999999996,Mild (50-70°F),0,0
2020-04-17,COAST,Houston,78.3,64.0,70.8,81.8,64.1,11.2,0.661,0.661,0.0,14.299999999999997,Warm (70-85°F),1,0
2020-04-18,COAST,Houston,73.6,60.7,67.4,75.8,59.1,12.2,0.406,0.406,0.0,12.899999999999991,Mild (50-70°F),1,0
2020-04-19,COAST,Houston,81.0,68.6,73.1,88.6,73.2,9.0,0.685,0.685,0.0,12.400000000000006,Warm (70-85°F),1,0
2020-04-20,COAST,Houston,80.4,65.4,71.0,87.4,68.1,8.1,0.0,0.0,0.0,15.0,Warm (70-85°F),0,0
2020-04-21,COAST,Houston,80.4,65.0,71.3,85.3,68.3,12.5,0.024,0.024,0.0,15.400000000000006,Warm (70-85°F),1,0
2020-04-22,COAST,Houston,82.3,69.2,75.3,83.3,71.6,21.4,0.181,0.181,0.0,13.099999999999994,Warm (70-85°F),1,0
2020-04-23,COAST,Houston,82.8,65.5,76.0,82.0,66.6,16.9,0.11,0.11,0.0,17.299999999999997,Warm (70-85°F),1,0
2020-04-24,COAST,Houston,87.3,61.8,74.1,89.1,62.3,14.6,0.0,0.0,0.0,25.5,Warm (70-85°F),0,0
2020-04-25,COAST,Houston,77.8,63.8,71.0,79.7,62.9,13.9,0.008,0.008,0.0,14.0,Warm (70-85°F),1,0
2020-04-26,COAST,Houston,82.1,58.3,69.9,82.5,56.8,7.7,0.0,0.0,0.0,23.799999999999997,Mild (50-70°F),0,0
2020-04-27,COAST,Houston,81.1,60.5,71.4,80.4,60.6,17.3,0.0,0.0,0.0,20.599999999999994,Warm (70-85°F),0,0
2020-04-28,COAST,Houston,75.7,68.7,72.0,79.9,70.2,18.0,1.913,1.913,0.0,7.0,Warm (70-85°F),1,0
2020-04-29,COAST,Houston,79.4,60.7,71.5,82.8,58.2,13.7,0.386,0.386,0.0,18.700000000000003,Warm (70-85°F),1,0
2020-04-30,COAST,Houston,78.6,55.1,68.1,80.1,52.3,9.7,0.0,0.0,0.0,23.499999999999993,Mild (50-70°F),0,0
2020-05-01,COAST,Houston,80.5,58.4,69.7,82.6,57.8,12.5,0.0,0.0,0.0,22.1,Mild (50-70°F),0,0
2020-05-02,COAST,Houston,83.2,66.1,74.0,87.7,67.6,14.2,0.0,0.0,0.0,17.10000000000001,Warm (70-85°F),0,0
2020-05-03,COAST,Houston,84.6,66.5,75.2,90.0,70.2,13.0,0.0,0.0,0.0,18.099999999999994,Warm (70-85°F),0,0
2020-05-04,COAST,Houston,87.4,70.1,77.0,92.6,74.2,15.1,0.004,0.004,0.0,17.30000000000001,Warm (70-85°F),1,0
2020-05-05,COAST,Houston,87.5,72.9,78.3,97.6,77.0,11.7,0.126,0.126,0.0,14.599999999999994,Warm (70-85°F),1,0
2020-05-06,COAST,Houston,82.1,65.7,73.2,83.7,63.0,13.5,0.134,0.134,0.0,16.39999999999999,Warm (70-85°F),1,0
2020-05-07,COAST,Houston,80.4,60.1,71.5,81.0,59.4,17.2,0.0,0.0,0.0,20.300000000000004,Warm (70-85°F),0,0
2020-05-08,COAST,Houston,86.3,69.6,75.9,91.6,68.9,17.1,0.52,0.52,0.0,16.700000000000003,Warm (70-85°F),1,0
2020-05-09,COAST,Houston,73.3,60.1,66.4,70.8,55.2,12.8,0.0,0.0,0.0,13.199999999999996,Mild (50-70°F),0,0
2020-05-10,COAST,Houston,77.1,59.6,67.7,80.1,56.3,7.5,0.0,0.0,0.0,17.499999999999993,Mild (50-70°F),0,0
2020-05-11,COAST,Houston,78.4,60.3,69.8,80.3,60.1,11.9,0.0,0.0,0.0,18.10000000000001,Mild (50-70°F),0,0
2020-05-12,COAST,Houston,81.3,67.9,74.0,81.6,68.9,16.4,0.126,0.126,0.0,13.399999999999991,Warm (70-85°F),1,0
2020-05-13,COAST,Houston,84.2,70.5,76.0,86.8,72.6,15.2,0.654,0.654,0.0,13.700000000000003,Warm (70-85°F),1,0
2020-05-14,COAST,Houston,80.1,71.8,75.5,86.4,76.1,13.8,0.287,0.287,0.0,8.299999999999997,Warm (70-85°F),1,0
2020-05-15,COAST,Houston,81.7,71.1,75.6,88.6,76.5,13.1,0.323,0.323,0.0,10.600000000000009,Warm (70-85°F),1,0
2020-05-16,COAST,Houston,83.3,68.4,74.1,83.7,69.4,15.4,2.311,2.311,0.0,14.899999999999991,Warm (70-85°F),1,0
2020-05-17,COAST,Houston,82.9,63.4,72.5,86.1,63.5,13.5,0.059,0.059,0.0,19.500000000000007,Warm (70-85°F),1,0
2020-05-18,COAST,Houston,87.9,63.6,76.3,95.7,65.6,8.8,0.0,0.0,0.0,24.300000000000004,Warm (70-85°F),0,0
2020-05-19,COAST,Houston,90.3,68.6,79.1,98.9,72.7,11.4,0.0,0.0,0.0,21.700000000000003,Warm (70-85°F),0,0
2020-05-20,COAST,Houston,90.5,71.0,79.7,98.6,77.6,11.7,0.02,0.02,0.0,19.5,Warm (70-85°F),1,0
2020-05-21,COAST,Houston,87.6,70.2,78.6,94.0,76.4,14.2,0.012,0.012,0.0,17.39999999999999,Warm (70-85°F),1,0
2020-05-22,COAST,Houston,87.7,71.9,79.0,92.1,74.8,16.7,0.157,0.157,0.0,15.799999999999997,Warm (70-85°F),1,0
2020-05-23,COAST,Houston,87.5,74.2,80.0,92.1,80.6,15.1,0.047,0.047,0.0,13.299999999999997,Warm (70-85°F),1,0
2020-05-24,COAST,Houston,81.3,69.7,75.6,87.3,71.2,15.2,0.535,0.535,0.0,11.599999999999994,Warm (70-85°F),1,0
2020-05-25,COAST,Houston,86.1,71.2,77.5,91.5,74.9,13.4,0.13,0.13,0.0,14.899999999999991,Warm (70-85°F),1,0
2020-05-26,COAST,Houston,81.9,66.3,73.3,88.1,67.7,11.1,0.094,0.094,0.0,15.600000000000009,Warm (70-85°F),1,0
2020-05-27,COAST,Houston,85.1,62.0,72.1,94.3,65.5,12.5,0.626,0.626,0.0,23.099999999999994,Warm (70-85°F),1,0
2020-05-28,COAST,Houston,81.1,65.7,72.6,88.4,69.3,12.9,1.035,1.035,0.0,15.399999999999991,Warm (70-85°F),1,0
2020-05-29,COAST,Houston,84.8,68.8,76.4,90.6,73.9,10.9,0.031,0.031,0.0,16.0,Warm (70-85°F),1,0
2020-05-30,COAST,Houston,84.2,69.4,76.7,89.2,69.9,8.8,0.012,0.012,0.0,14.799999999999997,Warm (70-85°F),1,0
2020-05-31,COAST,Houston,81.9,71.7,75.6,86.3,78.1,10.3,0.63,0.63,0.0,10.200000000000003,Warm (70-85°F),1,0
2020-06-01,COAST,Houston,82.6,71.6,75.7,87.9,77.0,10.2,0.295,0.295,0.0,11.0,Warm (70-85°F),1,0
2020-06-02,COAST,Houston,85.8,71.3,78.5,92.3,77.9,10.8,0.0,0.0,0.0,14.5,Warm (70-85°F),0,0
2020-06-03,COAST,Houston,84.2,72.2,78.3,95.7,79.9,8.7,0.346,0.346,0.0,12.0,Warm (70-85°F),1,0
2020-06-04,COAST,Houston,85.8,71.6,78.8,96.7,78.4,8.1,0.106,0.106,0.0,14.200000000000003,Warm (70-85°F),1,0
2020-06-05,COAST,Houston,86.5,72.0,79.7,97.7,79.2,8.9,0.035,0.035,0.0,14.5,Warm (70-85°F),1,0
2020-06-06,COAST,Houston,92.7,72.4,82.3,99.6,80.0,10.5,0.004,0.004,0.0,20.299999999999997,Warm (70-85°F),1,0
2020-06-07,COAST,Houston,94.3,74.0,83.4,100.0,80.2,11.2,0.008,0.008,0.0,20.299999999999997,Warm (70-85°F),1,0
2020-06-08,COAST,Houston,88.4,75.7,82.2,97.2,81.9,12.4,0.201,0.201,0.0,12.700000000000003,Warm (70-85°F),1,0
2020-06-09,COAST,Houston,94.1,78.4,84.8,103.4,84.9,12.9,0.008,0.008,0.0,15.699999999999989,Warm (70-85°F),1,0
2020-06-10,COAST,Houston,93.0,71.3,81.3,93.1,72.4,9.5,0.181,0.181,0.0,21.700000000000003,Warm (70-85°F),1,0
2020-06-11,COAST,Houston,90.5,67.0,77.9,92.1,65.8,8.7,0.0,0.0,0.0,23.5,Warm (70-85°F),0,0
2020-06-12,COAST,Houston,91.0,67.6,78.5,91.8,66.9,10.1,0.0,0.0,0.0,23.400000000000006,Warm (70-85°F),0,0
2020-06-13,COAST,Houston,91.2,68.9,79.2,92.4,68.9,11.0,0.0,0.0,0.0,22.299999999999997,Warm (70-85°F),0,0
2020-06-14,COAST,Houston,88.1,68.6,79.1,93.2,69.4,9.9,0.004,0.004,0.0,19.5,Warm (70-85°F),1,0
2020-06-15,COAST,Houston,89.2,74.2,81.3,95.0,82.0,12.1,0.008,0.008,0.0,15.0,Warm (70-85°F),1,0
2020-06-16,COAST,Houston,89.9,71.3,81.0,95.5,78.9,9.8,0.0,0.0,0.0,18.60000000000001,Warm (70-85°F),0,0
2020-06-17,COAST,Houston,90.9,70.6,80.8,96.0,76.4,11.6,0.0,0.0,0.0,20.30000000000001,Warm (70-85°F),0,0
2020-06-18,COAST,Houston,90.6,71.5,80.7,93.2,77.8,14.5,0.008,0.008,0.0,19.099999999999994,Warm (70-85°F),1,0
2020-06-19,COAST,Houston,88.9,73.2,80.6,93.8,80.2,14.0,0.031,0.031,0.0,15.700000000000003,Warm (70-85°F),1,0
2020-06-20,COAST,Houston,89.0,73.8,79.5,100.5,80.5,10.6,0.587,0.587,0.0,15.200000000000003,Warm (70-85°F),1,0
2020-06-21,COAST,Houston,85.1,74.5,78.8,93.5,76.9,16.5,0.165,0.165,0.0,10.599999999999994,Warm (70-85°F),1,0
2020-06-22,COAST,Houston,84.7,72.1,77.6,91.0,76.8,16.4,1.445,1.445,0.0,12.600000000000009,Warm (70-85°F),1,0
2020-06-23,COAST,Houston,83.9,73.0,77.8,89.5,78.3,17.3,0.496,0.496,0.0,10.900000000000006,Warm (70-85°F),1,0
2020-06-24,COAST,Houston,81.6,73.4,76.4,87.0,78.3,11.0,2.752,2.752,0.0,8.199999999999989,Warm (70-85°F),1,0
2020-06-25,COAST,Houston,85.2,72.9,77.7,92.4,79.3,13.2,0.882,0.882,0.0,12.299999999999997,Warm (70-85°F),1,0
2020-06-26,COAST,Houston,83.8,76.6,80.3,92.3,84.2,13.9,0.051,0.051,0.0,7.200000000000003,Warm (70-85°F),1,0
2020-06-27,COAST,Houston,86.2,77.3,81.0,97.4,85.9,12.8,0.079,0.079,0.0,8.900000000000006,Warm (70-85°F),1,0
2020-06-28,COAST,Houston,86.6,77.5,81.7,92.3,86.0,14.9,0.055,0.055,0.0,9.099999999999994,Warm (70-85°F),1,0
2020-06-29,COAST,Houston,88.2,79.3,82.7,92.7,86.1,16.4,0.055,0.055,0.0,8.900000000000006,Warm (70-85°F),1,0
2020-06-30,COAST,Houston,89.8,78.7,83.5,96.4,86.9,15.5,0.024,0.024,0.0,11.099999999999994,Warm (70-85°F),1,0
2020-07-01,COAST,Houston,91.1,79.0,84.0,98.2,87.5,14.3,0.016,0.016,0.0,12.099999999999994,Warm (70-85°F),1,0
2020-07-02,COAST,Houston,93.5,78.3,85.0,104.0,88.4,9.9,0.004,0.004,0.0,15.200000000000003,Warm (70-85°F),1,0
2020-07-03,COAST,Houston,90.6,76.8,83.3,104.9,84.1,14.7,0.0,0.0,0.0,13.799999999999997,Warm (70-85°F),0,0
2020-07-04,COAST,Houston,92.7,75.4,83.5,104.7,83.9,10.8,0.0,0.0,0.0,17.299999999999997,Warm (70-85°F),0,0
2020-07-05,COAST,Houston,93.9,76.8,84.6,104.0,85.6,11.2,0.0,0.0,0.0,17.10000000000001,Warm (70-85°F),0,0
2020-07-06,COAST,Houston,91.4,78.5,83.8,98.5,87.8,12.3,0.031,0.031,0.0,12.900000000000006,Warm (70-85°F),1,0
2020-07-07,COAST,Houston,92.0,78.2,84.2,101.0,87.6,11.2,0.02,0.02,0.0,13.799999999999997,Warm (70-85°F),1,0
2020-07-08,COAST,Houston,94.0,79.3,85.6,100.9,88.9,14.0,0.008,0.008,0.0,14.700000000000003,Hot (85-100°F),1,0
2020-07-09,COAST,Houston,94.6,79.2,85.9,101.6,88.2,14.6,0.004,0.004,0.0,15.399999999999991,Hot (85-100°F),1,0
2020-07-10,COAST,Houston,94.6,79.2,86.2,104.7,89.0,12.0,0.0,0.0,0.0,15.399999999999991,Hot (85-100°F),0,0
